0.32|0|0.04|0.341|0|0|0|0|0|0|0|
-0.52|0|0.04|0.341|0|0|0|0|0|0|0|
-0.52|0.58|0.04|0.341|0|0|0|0|0|0|0|
-0.52|-1|0.04|0.341|0|0|0|0|0|0|0|
-0.52|-1|0.04|0.681|0|0|0|0|0|0|0|
-0.52|-1|0.04|0.381|0|0|0|0|0|0|0|
-0.52|-1|0.04|0.381|0.72|0|0|0|0|0|0|
-0.52|-1|0.04|0.381|0.22|0|0|0|0|0|0|
-0.52|-1|0.04|0.381|0.22|0|0|-0.2|0|0|0|
-0.52|-1|0.04|0.381|0.22|0|0|-0.04|0|0|0|
-0.52|-1|0.04|0.381|0.22|0|0|-0.04|-0.24|0|0|
-0.52|-1|0.04|0.381|0.22|0|0|-0.04|7.89762e-09|0|0|
-0.52|-1|0.04|0.381|0.22|0|0|-0.04|7.89762e-09|0.2|0|
-0.52|-1|0.04|0.381|0.22|0|0|-0.04|7.89762e-09|0.02|0|
-0.52|-1|0.04|0.381|0.22|0|0|-0.04|7.89762e-09|0.02|-0.18|
-0.52|-1|0.04|0.381|0.22|0|0|-0.04|7.89762e-09|0.02|0.12|
